area_name,year,group_name,sub_group_name,k_a_cases_reported,k_a_female_10_15_years,k_a_female_15_18_years,k_a_female_18_30_years,k_a_female_30_50_years,k_a_female_above_50_years,k_a_female_total,k_a_female_upto_10_years,k_a_grand_total,k_a_male_10_15_years,k_a_male_15_18_years,k_a_male_18_30_years,k_a_male_30_50_years,k_a_male_above_50_years,k_a_male_total,k_a_male_upto_10_years
Karnataka,2008,Kidnap - For Sale,09. For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2008,Kidnap - For Sale,09. For Sale,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Maharashtra,2008,Kidnap - For Sale,09. For Sale,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Manipur,2008,Kidnap - For Sale,09. For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2008,Kidnap - For Sale,09. For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2008,Kidnap - For Sale,09. For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2008,Kidnap - For Sale,09. For Sale,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Odisha,2008,Kidnap - For Sale,09. For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2008,Kidnap - For Sale,09. For Sale,0,,,,,,,,,,,,,,,
Punjab,2008,Kidnap - For Sale,09. For Sale,3,1,,,,,3,2,3,,,,,,,
Tamil Nadu,2008,Kidnap - For Sale,09. For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2008,Kidnap - For Sale,09. For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2009,Kidnap - For Sale,09. For Sale,7,1,1,5,0,0,7,0,7,0,0,0,0,0,0,0
Arunachal Pradesh,2009,Kidnap - For Sale,09. For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2009,Kidnap - For Sale,09. For Sale,11,2,3,6,0,0,11,0,11,0,0,0,0,0,0,0
Bihar,2009,Kidnap - For Sale,09. For Sale,8,0,4,0,0,0,4,0,8,0,3,1,0,0,4,0
Chandigarh,2009,Kidnap - For Sale,09. For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2009,Kidnap - For Sale,09. For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2009,Kidnap - For Sale,09. For Sale,2,0,1,1,0,0,2,0,2,0,0,0,0,0,0,0
Haryana,2009,Kidnap - For Sale,09. For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2009,Kidnap - For Sale,09. For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2009,Kidnap - For Sale,09. For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2009,Kidnap - For Sale,09. For Sale,28,0,0,20,,,20,0,28,0,0,8,,,8,0
Karnataka,2009,Kidnap - For Sale,09. For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2009,Kidnap - For Sale,09. For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2009,Kidnap - For Sale,09. For Sale,2,0,0,1,0,0,2,1,2,0,0,0,0,0,0,0
Manipur,2009,Kidnap - For Sale,09. For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2009,Kidnap - For Sale,09. For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2009,Kidnap - For Sale,09. For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2009,Kidnap - For Sale,09. For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2009,Kidnap - For Sale,09. For Sale,1,1,,,,,1,,1,,,,,,,
Tamil Nadu,2009,Kidnap - For Sale,09. For Sale,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
West Bengal,2009,Kidnap - For Sale,09. For Sale,163,7,13,135,22,0,177,0,183,1,0,4,1,0,6,0
Andhra Pradesh,2010,Kidnap - For Sale,09. For Sale,3,0,0,0,0,0,1,1,3,2,0,0,0,0,2,0
Arunachal Pradesh,2010,Kidnap - For Sale,09. For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2010,Kidnap - For Sale,09. For Sale,3,,,3,,,3,,3,,,0,0,,0,
Bihar,2010,Kidnap - For Sale,09. For Sale,3,,,,,,,,3,,,2,1,,3,
Chhattisgarh,2010,Kidnap - For Sale,09. For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2010,Kidnap - For Sale,09. For Sale,6,,4,,,,4,,7,,,,,,3,3
Gujarat,2010,Kidnap - For Sale,09. For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2010,Kidnap - For Sale,09. For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2010,Kidnap - For Sale,09. For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2010,Kidnap - For Sale,09. For Sale,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0
Karnataka,2010,Kidnap - For Sale,09. For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2010,Kidnap - For Sale,09. For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2010,Kidnap - For Sale,09. For Sale,2,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0
Maharashtra,2010,Kidnap - For Sale,09. For Sale,2,0,1,1,0,0,2,0,2,0,0,0,0,0,0,0
Manipur,2010,Kidnap - For Sale,09. For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2010,Kidnap - For Sale,09. For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2010,Kidnap - For Sale,09. For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2010,Kidnap - For Sale,09. For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2010,Kidnap - For Sale,09. For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2010,Kidnap - For Sale,09. For Sale,1,,,,,,,,1,,,,,,1,1
Tamil Nadu,2010,Kidnap - For Sale,09. For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2010,Kidnap - For Sale,09. For Sale,175,9,10,45,48,30,149,7,205,0,8,18,12,18,56,0
Andhra Pradesh,2001,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2001,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2001,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Bihar,2001,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2001,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2001,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2001,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2001,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2001,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2001,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2001,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2001,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2001,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2001,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2001,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2001,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2001,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,,,,,,,,,,,,,,,
West Bengal,2001,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2002,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2002,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2002,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2002,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2002,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2002,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2002,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2002,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2002,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2002,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2002,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2002,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2002,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2002,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2002,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2002,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2002,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,,,,,,,,,,,,,,,
West Bengal,2002,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2003,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2003,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2003,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2003,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2003,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2003,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2003,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2003,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2003,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2003,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2003,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2003,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2003,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2003,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,,,,,,,0,,0,,,,,,0,
Maharashtra,2003,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2003,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2003,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2003,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2003,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2003,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
West Bengal,2003,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2004,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2004,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2004,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Bihar,2004,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2004,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2004,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2004,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2004,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2004,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2004,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2004,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2004,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2004,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2004,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2004,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2004,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2004,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2004,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,,,,,,,,,,,,,,,
Uttar Pradesh,2004,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2004,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2005,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2005,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2005,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2005,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0
Chandigarh,2005,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2005,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2005,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2005,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2005,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2005,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2005,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2005,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2005,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2005,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2005,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2005,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2005,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2005,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2005,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2005,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2005,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,,,,,,,,,,,,,,,
Uttar Pradesh,2005,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2005,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2006,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2006,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2006,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2006,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Gujarat,2006,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2006,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2006,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2006,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2006,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2006,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2006,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2006,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2006,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2006,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2006,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2006,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2006,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2006,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2006,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2007,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2007,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2007,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2007,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2007,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2007,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2007,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2007,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2007,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2007,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2007,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2007,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2007,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2007,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2007,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2007,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2007,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2007,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2007,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2008,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2008,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2008,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2008,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2008,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2008,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2008,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2008,Kidnap - For Selling Bodyparts,10. For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
