states_uts,crime_head,year,18_and_above_and_below_30_years_male,18_and_above_and_below_30_years_female,18_and_above_and_below_30_years_total,30_and_above_and_below_45_years_male,30_and_above_and_below_45_years_female,30_and_above_and_below_45_years_total,45_and_above_and_below_60_years_male,45_and_above_and_below_60_years_female,45_and_above_and_below_60_years_total,60_years_and_above_male,60_years_and_above_female,60_years_and_above_total,total_male,total_female,total_persons_arrested_by_age_and_sex
Sikkim,23 - Insult to the Modesty of Women (Section 509 IPC),2014,1,0,1,2,0,2,0,0,0,0,0,0,3,0,3
Sikkim,23.1 - At Office premises,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,23.2 - Places related to work other than Office,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,23.3 - In Public Transport system,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,23.4 - in Other Places,2014,1,0,1,2,0,2,0,0,0,0,0,0,3,0,3
Sikkim,24 - Cruelty by Husband or his Relatives (Section 498-A IPC),2014,2,0,2,3,0,3,0,1,1,0,0,0,5,1,6
Sikkim,25 - Importation of Girls from Foreign Country (Section 366-B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,26 - Causing Death by Negligence (Section 304-A IPC),2014,54,1,55,27,0,27,1,0,1,0,0,0,82,1,83
Sikkim,26.1 - Deaths due to negligent driving/act,2014,54,0,54,26,0,26,0,0,0,0,0,0,80,0,80
Sikkim,26.2 - Deaths due to Other Causes,2014,0,1,1,1,0,1,1,0,1,0,0,0,2,1,3
Sikkim,"27 - Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,27.1 - Sedition (Section 124A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,27.2 - Other offences against State,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,28 - Offences promoting enmity between different groups (Section 153A & 153B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,28.1 - Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,28.2 - Imputation & assertions prejudicial to national integration (Section 153B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,29 - Extortion (Section 384 - 389 IPC),2014,3,0,3,1,0,1,0,0,0,0,0,0,4,0,4
Sikkim,30 - Disclosure of Identity of Victims (Section 228 A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,31 - Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),2014,98,0,98,62,0,62,4,0,4,1,0,1,165,0,165
Sikkim,32 - Human Trafficking (Section 370 & 370A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,33 - Unnatural Offences U/s 377 IPC,2014,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Sikkim,34 - Other IPC crimes,2014,110,14,124,152,8,160,13,4,17,0,0,0,275,26,301
Sikkim,35 - Total Cognizable IPC crimes,2014,1054,63,1117,769,37,806,91,16,107,11,0,11,1925,116,2041
Tamil Nadu,1 - Murder (Section 302 IPC),2014,1538,52,1590,1736,154,1890,616,42,658,63,3,66,3953,251,4204
Tamil Nadu,2 - Attempt to commit Murder (Section 307 IPC),2014,2207,57,2264,2473,132,2605,1266,44,1310,110,2,112,6056,235,6291
Tamil Nadu,3 - Culpable Homicide not amounting to Murder (Section 304 IPC),2014,4,2,6,43,4,47,11,1,12,1,0,1,59,7,66
Tamil Nadu,4 - Attempt to commit Culpable Homicide (Section 308 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,5 - Rape (Section 376 IPC),2014,428,4,432,241,17,258,55,7,62,0,0,0,724,28,752
Tamil Nadu,5.1 - Custodial Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,5.1.1 - Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,5.1.2 - Other Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,5.2 - Rape other than Custodial,2014,428,4,432,241,17,258,55,7,62,0,0,0,724,28,752
Tamil Nadu,5.2.1 - Gang Rape,2014,6,0,6,0,0,0,0,0,0,0,0,0,6,0,6
Tamil Nadu,5.2.2 - Other Rape,2014,422,4,426,241,17,258,55,7,62,0,0,0,718,28,746
Tamil Nadu,6 - Attempt to commit Rape (Section 376/511 IPC),2014,14,0,14,3,0,3,1,0,1,0,0,0,18,0,18
Tamil Nadu,"7 - Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",2014,950,21,971,723,49,772,199,15,214,2,0,2,1874,85,1959
Tamil Nadu,7.1 - Kidnapping & Abduction (Section 363 IPC),2014,159,5,164,142,19,161,37,0,37,0,0,0,338,24,362
Tamil Nadu,7.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,7.3 - Kidnapping for Ransom (Section 364A IPC),2014,6,0,6,9,0,9,0,0,0,0,0,0,15,0,15
Tamil Nadu,7.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,553,12,565,395,16,411,127,8,135,2,0,2,1077,36,1113
Tamil Nadu,7.5 - Other Kidnapping,2014,232,4,236,177,14,191,35,7,42,0,0,0,444,25,469
Tamil Nadu,"8 - Dacoity (Section 395,396-398 IPC)",2014,268,0,268,183,3,186,24,0,24,1,0,1,476,3,479
Tamil Nadu,8.1 - Dacoity with Murder (Section 396 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,8.2 - Other Dacoity,2014,268,0,268,183,3,186,24,0,24,1,0,1,476,3,479
Tamil Nadu,9 - Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),2014,157,0,157,131,0,131,23,0,23,0,0,0,311,0,311
Tamil Nadu,"10 - Robbery (Section 392 to 394, 397 and 398 IPC)",2014,1245,13,1258,819,14,833,237,2,239,4,0,4,2305,29,2334
Tamil Nadu,11 - Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),2014,3802,18,3820,2557,28,2585,893,2,895,37,0,37,7289,48,7337
Tamil Nadu,"11.1 - Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",2014,2015,13,2028,1406,10,1416,557,0,557,12,0,12,3990,23,4013
Tamil Nadu,"11.2 - House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",2014,1787,5,1792,1151,18,1169,336,2,338,25,0,25,3299,25,3324
Tamil Nadu,12 - Theft (Section 379 to 382 IPC),2014,10424,236,10660,5777,263,6040,1871,75,1946,55,1,56,18127,575,18702
Tamil Nadu,12.1 - Auto Theft,2014,3742,2,3744,1961,2,1963,654,0,654,4,0,4,6361,4,6365
Tamil Nadu,12.2 - Other Thefts,2014,6682,234,6916,3816,261,4077,1217,75,1292,51,1,52,11766,571,12337
Tamil Nadu,"13 - Unlawful Assembly (Section 143,144 & 145)",2014,4856,83,4939,4010,439,4449,999,143,1142,129,0,129,9994,665,10659
Tamil Nadu,"14 - Riots (Section 147, 148, 149, 150 & 151 IPC)",2014,4830,339,5169,3959,424,4383,1686,176,1862,154,15,169,10629,954,11583
Tamil Nadu,14.1 - Communal,2014,201,0,201,261,5,266,79,0,79,0,0,0,541,5,546
Tamil Nadu,14.2 - Industrial,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,14.3 - Political,2014,15,0,15,25,0,25,15,0,15,0,0,0,55,0,55
Tamil Nadu,14.4 - Caste Conflict,2014,298,4,302,320,52,372,86,26,112,4,0,4,708,82,790
Tamil Nadu,14.4.1 - SC/STs Vs. Non-SCs/STs,2014,121,0,121,90,10,100,12,0,12,0,0,0,223,10,233
Tamil Nadu,14.4.2 - Other Caste Riots,2014,177,4,181,230,42,272,74,26,100,4,0,4,485,72,557
Tamil Nadu,14.5 - Agrarian,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,14.6 - Students,2014,66,0,66,0,0,0,0,0,0,0,0,0,66,0,66
Tamil Nadu,14.7 - Sectarian,2014,18,0,18,14,0,14,3,0,3,0,0,0,35,0,35
Tamil Nadu,14.8 - Other Riots,2014,4232,335,4567,3339,367,3706,1503,150,1653,150,15,165,9224,867,10091
Tamil Nadu,15 - Criminal Breach of Trust (Section 406 to 409 IPC),2014,60,2,62,197,9,206,61,0,61,3,0,3,321,11,332
Tamil Nadu,16 - Cheating (Section 420 IPC),2014,1163,40,1203,2340,149,2489,1119,63,1182,89,2,91,4711,254,4965
Tamil Nadu,"17 - Forgery (Section 465, 468 & 471 IPC)",2014,48,1,49,100,3,103,46,1,47,0,0,0,194,5,199
Tamil Nadu,"18 - Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",2014,63,1,64,117,1,118,18,0,18,2,0,2,200,2,202
Tamil Nadu,"18.1 - Offences related to Counterfeit Coin (Section 231-235,237, 238-240 & 242-243 IPC)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,18.2 - Counterfeiting Government Stamp (Section 255 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,18.3 - Counterfeit currency & Bank notes (Section 489-A to 489-E IPC),2014,63,1,64,117,1,118,18,0,18,2,0,2,200,2,202
Tamil Nadu,18.3.1 - Counterfeiting currency notes or Bank notes (Section 489A IPC),2014,8,1,9,43,0,43,11,0,11,1,0,1,63,1,64
Tamil Nadu,18.3.2 - Using forged or counterfeit currency/Bank notes (Section 489B IPC),2014,53,0,53,64,1,65,3,0,3,0,0,0,120,1,121
Tamil Nadu,18.3.3 - Possession of forged or counterfeiting currency / Bank notes (Section 489C IPC),2014,2,0,2,10,0,10,4,0,4,1,0,1,17,0,17
Tamil Nadu,18.3.4 - Make/Possess materials for forging or counterfeiting currency/Bank notes (Section 489D IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,18.3.5 - Make/Use documents resembling currency notes/Bank notes (Section 489 E IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,19 - Arson (Section 435-436 & 438 IPC),2014,227,4,231,419,21,440,119,1,120,4,0,4,769,26,795
Tamil Nadu,"20 - Grievous Hurt (Section 325,326,326A & 326 B IPC)",2014,1148,32,1180,1204,80,1284,989,13,1002,54,1,55,3395,126,3521
Tamil Nadu,20.1 - Grievous Hurt (Section 325 & 326 IPC),2014,1146,30,1176,1202,78,1280,989,13,1002,53,1,54,3390,122,3512
Tamil Nadu,20.2 - Acid attack (Section 326A IPC),2014,2,2,4,2,2,4,0,0,0,1,0,1,5,4,9
Tamil Nadu,20.3 - Attempt to Acid Attack (Section 326B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,21 - Dowry Deaths (Section 304-B IPC),2014,99,18,117,101,36,137,23,13,36,1,1,2,224,68,292
Tamil Nadu,22 - Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,679,33,712,480,64,544,244,88,332,27,1,28,1430,186,1616
Tamil Nadu,22.1 - Sexual Harassment (Section 354A IPC),2014,35,2,37,18,1,19,2,0,2,0,0,0,55,3,58
Tamil Nadu,22.2 - Assault on women with intent to Disrobe (Section 354B IPC),2014,44,0,44,1,0,1,30,0,30,22,0,22,97,0,97
Tamil Nadu,22.3 - Voyeurism (Section 354C IPC),2014,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
Tamil Nadu,22.4 - Stalking (Section 354D IPC),2014,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Tamil Nadu,22.5 - Others,2014,599,31,630,460,63,523,212,88,300,5,1,6,1276,183,1459
Tamil Nadu,23 - Insult to the Modesty of Women (Section 509 IPC),2014,312,0,312,107,0,107,0,0,0,0,0,0,419,0,419
Tamil Nadu,23.1 - At Office premises,2014,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
Tamil Nadu,23.2 - Places related to work other than Office,2014,253,0,253,52,0,52,0,0,0,0,0,0,305,0,305
Tamil Nadu,23.3 - In Public Transport system,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,23.4 - in Other Places,2014,59,0,59,53,0,53,0,0,0,0,0,0,112,0,112
Tamil Nadu,24 - Cruelty by Husband or his Relatives (Section 498-A IPC),2014,834,162,996,1135,412,1547,438,206,644,64,39,103,2471,819,3290
Tamil Nadu,25 - Importation of Girls from Foreign Country (Section 366-B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,26 - Causing Death by Negligence (Section 304-A IPC),2014,6254,18,6272,6855,7,6862,2623,1,2624,248,0,248,15980,26,16006
Tamil Nadu,26.1 - Deaths due to negligent driving/act,2014,6156,18,6174,6749,5,6754,2604,1,2605,248,0,248,15757,24,15781
Tamil Nadu,26.2 - Deaths due to Other Causes,2014,98,0,98,106,2,108,19,0,19,0,0,0,223,2,225
Tamil Nadu,"27 - Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,27.1 - Sedition (Section 124A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,27.2 - Other offences against State,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,28 - Offences promoting enmity between different groups (Section 153A & 153B IPC),2014,8,0,8,14,0,14,4,0,4,0,0,0,26,0,26
Tamil Nadu,28.1 - Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),2014,8,0,8,14,0,14,4,0,4,0,0,0,26,0,26
Tamil Nadu,28.2 - Imputation & assertions prejudicial to national integration (Section 153B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,29 - Extortion (Section 384 - 389 IPC),2014,331,0,331,358,0,358,49,0,49,0,0,0,738,0,738
Tamil Nadu,30 - Disclosure of Identity of Victims (Section 228 A IPC),2014,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Tamil Nadu,31 - Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),2014,22220,34,22254,20060,25,20085,8426,1,8427,561,0,561,51267,60,51327
Tamil Nadu,32 - Human Trafficking (Section 370 & 370A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,33 - Unnatural Offences U/s 377 IPC,2014,5,0,5,1,0,1,0,0,0,0,0,0,6,0,6
Tamil Nadu,34 - Other IPC crimes,2014,39315,2288,41603,42048,3933,45981,20504,1434,21938,2428,247,2675,104295,7902,112197
Tamil Nadu,35 - Total Cognizable IPC crimes,2014,103489,3458,106947,98192,6267,104459,42544,2328,44872,4037,312,4349,248262,12365,260627
Telangana,1 - Murder (Section 302 IPC),2014,780,54,834,874,118,992,414,62,476,47,18,65,2115,252,2367
Telangana,2 - Attempt to commit Murder (Section 307 IPC),2014,676,14,690,734,53,787,402,22,424,117,3,120,1929,92,2021
Telangana,3 - Culpable Homicide not amounting to Murder (Section 304 IPC),2014,57,2,59,131,2,133,79,1,80,18,0,18,285,5,290
Telangana,4 - Attempt to commit Culpable Homicide (Section 308 IPC),2014,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
Telangana,5 - Rape (Section 376 IPC),2014,583,0,583,375,8,383,181,0,181,34,0,34,1173,8,1181
Telangana,5.1 - Custodial Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telangana,5.1.1 - Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telangana,5.1.2 - Other Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telangana,5.2 - Rape other than Custodial,2014,583,0,583,375,8,383,181,0,181,34,0,34,1173,8,1181
Telangana,5.2.1 - Gang Rape,2014,15,0,15,25,2,27,0,0,0,0,0,0,40,2,42
Telangana,5.2.2 - Other Rape,2014,568,0,568,350,6,356,181,0,181,34,0,34,1133,6,1139
Telangana,6 - Attempt to commit Rape (Section 376/511 IPC),2014,23,0,23,33,0,33,18,0,18,0,0,0,74,0,74
Telangana,"7 - Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",2014,797,14,811,662,23,685,198,8,206,30,0,30,1687,45,1732
Telangana,7.1 - Kidnapping & Abduction (Section 363 IPC),2014,166,3,169,205,10,215,16,3,19,1,0,1,388,16,404
Telangana,7.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,29,1,30,12,0,12,3,0,3,2,0,2,46,1,47
Telangana,7.3 - Kidnapping for Ransom (Section 364A IPC),2014,14,0,14,6,1,7,2,0,2,0,0,0,22,1,23
Telangana,7.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,297,6,303,216,4,220,116,3,119,25,0,25,654,13,667
Telangana,7.5 - Other Kidnapping,2014,291,4,295,223,8,231,61,2,63,2,0,2,577,14,591
Telangana,"8 - Dacoity (Section 395,396-398 IPC)",2014,171,2,173,164,5,169,25,0,25,5,0,5,365,7,372
Telangana,8.1 - Dacoity with Murder (Section 396 IPC),2014,0,0,0,6,0,6,0,0,0,0,0,0,6,0,6
Telangana,8.2 - Other Dacoity,2014,171,2,173,158,5,163,25,0,25,5,0,5,359,7,366
Telangana,9 - Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),2014,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3
Telangana,"10 - Robbery (Section 392 to 394, 397 and 398 IPC)",2014,234,3,237,289,4,293,154,0,154,0,1,1,677,8,685
Telangana,11 - Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),2014,2957,31,2988,2846,43,2889,710,7,717,28,0,28,6541,81,6622
Telangana,"11.1 - Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",2014,1863,10,1873,1608,14,1622,479,5,484,2,0,2,3952,29,3981
Telangana,"11.2 - House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",2014,1094,21,1115,1238,29,1267,231,2,233,26,0,26,2589,52,2641
Telangana,12 - Theft (Section 379 to 382 IPC),2014,8435,149,8584,5942,239,6181,1402,37,1439,194,3,197,15973,428,16401
Telangana,12.1 - Auto Theft,2014,2382,0,2382,1554,4,1558,410,0,410,7,0,7,4353,4,4357
Telangana,12.2 - Other Thefts,2014,6053,149,6202,4388,235,4623,992,37,1029,187,3,190,11620,424,12044
Telangana,"13 - Unlawful Assembly (Section 143,144 & 145)",2014,21,0,21,49,0,49,4,0,4,0,0,0,74,0,74
Telangana,"14 - Riots (Section 147, 148, 149, 150 & 151 IPC)",2014,1430,80,1510,1690,113,1803,898,40,938,161,4,165,4179,237,4416
Telangana,14.1 - Communal,2014,54,0,54,28,0,28,0,0,0,0,0,0,82,0,82
Telangana,14.2 - Industrial,2014,2,0,2,7,0,7,0,0,0,0,0,0,9,0,9
Telangana,14.3 - Political,2014,106,7,113,87,5,92,36,1,37,0,0,0,229,13,242
Telangana,14.4 - Caste Conflict,2014,19,0,19,12,0,12,1,0,1,0,0,0,32,0,32
Telangana,14.4.1 - SC/STs Vs. Non-SCs/STs,2014,2,0,2,9,0,9,1,0,1,0,0,0,12,0,12
Telangana,14.4.2 - Other Caste Riots,2014,17,0,17,3,0,3,0,0,0,0,0,0,20,0,20
Telangana,14.5 - Agrarian,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telangana,14.6 - Students,2014,11,0,11,13,0,13,3,0,3,0,0,0,27,0,27
Telangana,14.7 - Sectarian,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telangana,14.8 - Other Riots,2014,1238,73,1311,1543,108,1651,858,39,897,161,4,165,3800,224,4024
Telangana,15 - Criminal Breach of Trust (Section 406 to 409 IPC),2014,271,2,273,565,11,576,215,8,223,17,1,18,1068,22,1090
Telangana,16 - Cheating (Section 420 IPC),2014,2118,62,2180,4966,210,5176,1162,82,1244,256,17,273,8502,371,8873
Telangana,"17 - Forgery (Section 465, 468 & 471 IPC)",2014,41,2,43,98,3,101,36,0,36,0,0,0,175,5,180
Telangana,"18 - Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",2014,12,0,12,56,1,57,16,2,18,0,0,0,84,3,87
Telangana,"18.1 - Offences related to Counterfeit Coin (Section 231-235,237, 238-240 & 242-243 IPC)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telangana,18.2 - Counterfeiting Government Stamp (Section 255 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telangana,18.3 - Counterfeit currency & Bank notes (Section 489-A to 489-E IPC),2014,12,0,12,56,1,57,16,2,18,0,0,0,84,3,87
Telangana,18.3.1 - Counterfeiting currency notes or Bank notes (Section 489A IPC),2014,7,0,7,29,1,30,11,1,12,0,0,0,47,2,49
Telangana,18.3.2 - Using forged or counterfeit currency/Bank notes (Section 489B IPC),2014,3,0,3,25,0,25,5,1,6,0,0,0,33,1,34
Telangana,18.3.3 - Possession of forged or counterfeiting currency / Bank notes (Section 489C IPC),2014,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
Telangana,18.3.4 - Make/Possess materials for forging or counterfeiting currency/Bank notes (Section 489D IPC),2014,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2
Telangana,18.3.5 - Make/Use documents resembling currency notes/Bank notes (Section 489 E IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telangana,19 - Arson (Section 435-436 & 438 IPC),2014,170,3,173,281,2,283,102,1,103,28,1,29,581,7,588
Telangana,"20 - Grievous Hurt (Section 325,326,326A & 326 B IPC)",2014,591,41,632,969,57,1026,876,32,908,117,3,120,2553,133,2686
Telangana,20.1 - Grievous Hurt (Section 325 & 326 IPC),2014,591,41,632,969,57,1026,876,32,908,117,3,120,2553,133,2686
Telangana,20.2 - Acid attack (Section 326A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telangana,20.3 - Attempt to Acid Attack (Section 326B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telangana,21 - Dowry Deaths (Section 304-B IPC),2014,196,25,221,205,81,286,93,73,166,19,27,46,513,206,719
Telangana,22 - Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,1917,5,1922,1616,9,1625,411,2,413,45,1,46,3989,17,4006
Telangana,22.1 - Sexual Harassment (Section 354A IPC),2014,343,1,344,290,0,290,84,0,84,13,0,13,730,1,731
Telangana,22.2 - Assault on women with intent to Disrobe (Section 354B IPC),2014,84,2,86,83,0,83,9,0,9,3,0,3,179,2,181
Telangana,22.3 - Voyeurism (Section 354C IPC),2014,26,0,26,11,0,11,3,0,3,0,0,0,40,0,40
Telangana,22.4 - Stalking (Section 354D IPC),2014,170,0,170,207,0,207,33,0,33,4,0,4,414,0,414
Telangana,22.5 - Others,2014,1294,2,1296,1025,9,1034,282,2,284,25,1,26,2626,14,2640
Telangana,23 - Insult to the Modesty of Women (Section 509 IPC),2014,800,7,807,375,5,380,66,3,69,5,0,5,1246,15,1261
Telangana,23.1 - At Office premises,2014,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3
Telangana,23.2 - Places related to work other than Office,2014,19,0,19,19,0,19,2,0,2,0,0,0,40,0,40
Telangana,23.3 - In Public Transport system,2014,3,0,3,1,0,1,0,0,0,0,0,0,4,0,4
Telangana,23.4 - in Other Places,2014,778,7,785,355,5,360,61,3,64,5,0,5,1199,15,1214
Telangana,24 - Cruelty by Husband or his Relatives (Section 498-A IPC),2014,2717,400,3117,3323,963,4286,1326,588,1914,186,101,287,7552,2052,9604
Telangana,25 - Importation of Girls from Foreign Country (Section 366-B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telangana,26 - Causing Death by Negligence (Section 304-A IPC),2014,2947,4,2951,3265,2,3267,1896,0,1896,274,0,274,8382,6,8388
Telangana,26.1 - Deaths due to negligent driving/act,2014,2908,4,2912,3194,2,3196,1882,0,1882,274,0,274,8258,6,8264
Telangana,26.2 - Deaths due to Other Causes,2014,39,0,39,71,0,71,14,0,14,0,0,0,124,0,124
Telangana,"27 - Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telangana,27.1 - Sedition (Section 124A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telangana,27.2 - Other offences against State,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telangana,28 - Offences promoting enmity between different groups (Section 153A & 153B IPC),2014,11,0,11,2,0,2,0,0,0,0,0,0,13,0,13
Telangana,28.1 - Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),2014,11,0,11,2,0,2,0,0,0,0,0,0,13,0,13
Telangana,28.2 - Imputation & assertions prejudicial to national integration (Section 153B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telangana,29 - Extortion (Section 384 - 389 IPC),2014,99,0,99,119,0,119,23,1,24,5,0,5,246,1,247
Telangana,30 - Disclosure of Identity of Victims (Section 228 A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telangana,31 - Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),2014,7517,18,7535,7070,25,7095,2227,13,2240,176,0,176,16990,56,17046
Telangana,32 - Human Trafficking (Section 370 & 370A IPC),2014,10,0,10,37,0,37,13,0,13,0,0,0,60,0,60
Telangana,33 - Unnatural Offences U/s 377 IPC,2014,5,0,5,5,0,5,0,0,0,0,0,0,10,0,10
Telangana,34 - Other IPC crimes,2014,15436,1426,16862,20098,2049,22147,10783,1319,12102,2084,219,2303,48401,5013,53414
Telangana,35 - Total Cognizable IPC crimes,2014,51023,2344,53367,56842,4026,60868,23730,2301,26031,3846,399,4245,135441,9070,144511
Tripura,1 - Murder (Section 302 IPC),2014,87,15,102,53,12,65,23,4,27,0,0,0,163,31,194
Tripura,2 - Attempt to commit Murder (Section 307 IPC),2014,53,1,54,53,2,55,28,0,28,1,0,1,135,3,138
Tripura,3 - Culpable Homicide not amounting to Murder (Section 304 IPC),2014,1,1,2,2,0,2,0,0,0,0,0,0,3,1,4
Tripura,4 - Attempt to commit Culpable Homicide (Section 308 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,5 - Rape (Section 376 IPC),2014,128,2,130,58,6,64,34,4,38,0,0,0,220,12,232
Tripura,5.1 - Custodial Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,5.1.1 - Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,5.1.2 - Other Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,5.2 - Rape other than Custodial,2014,128,2,130,58,6,64,34,4,38,0,0,0,220,12,232
Tripura,5.2.1 - Gang Rape,2014,28,0,28,4,0,4,0,0,0,0,0,0,32,0,32
Tripura,5.2.2 - Other Rape,2014,100,2,102,54,6,60,34,4,38,0,0,0,188,12,200
Tripura,6 - Attempt to commit Rape (Section 376/511 IPC),2014,19,0,19,12,0,12,4,0,4,0,0,0,35,0,35
Tripura,"7 - Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",2014,98,0,98,29,1,30,3,0,3,0,0,0,130,1,131
Tripura,7.1 - Kidnapping & Abduction (Section 363 IPC),2014,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
Tripura,7.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,6,0,6,2,0,2,0,0,0,0,0,0,8,0,8
