area_name,year,group_name,sub_group_name,cases_registered_under_human_rights_violations,policemen_chargesheeted,policemen_convicted
Madhya Pradesh,2005,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Maharashtra,2005,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Manipur,2005,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),3,0,0
Meghalaya,2005,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Mizoram,2005,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Nagaland,2005,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Odisha,2005,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),2,0,0
Punjab,2005,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Tamil Nadu,2005,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),3,2,
Uttar Pradesh,2005,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
West Bengal,2005,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),9,7,0
Andhra Pradesh,2006,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Arunachal Pradesh,2006,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Assam,2006,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),1,0,0
Chandigarh,2006,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Chhattisgarh,2006,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Delhi,2006,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),1,7,
Goa,2006,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),1,1,
Gujarat,2006,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),15,13,0
Himachal Pradesh,2006,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Jammu & Kashmir,2006,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),3,3,0
Jharkhand,2006,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),1,0,0
Karnataka,2006,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Kerala,2006,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),1,,
Madhya Pradesh,2006,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Maharashtra,2006,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),5,3,
Manipur,2006,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Meghalaya,2006,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Mizoram,2006,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Nagaland,2006,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Odisha,2006,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Tamil Nadu,2006,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,,
Uttar Pradesh,2006,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
West Bengal,2006,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),1,1,0
Andhra Pradesh,2007,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Arunachal Pradesh,2007,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Assam,2007,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),5,0,0
Bihar,2007,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),2,0,0
Chhattisgarh,2007,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Goa,2007,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),1,,
Gujarat,2007,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),21,20,0
Haryana,2007,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Himachal Pradesh,2007,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Jammu & Kashmir,2007,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),6,7,0
Karnataka,2007,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),2,0,0
Kerala,2007,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),1,0,0
Madhya Pradesh,2007,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Maharashtra,2007,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),2,1,0
Manipur,2007,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Meghalaya,2007,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Mizoram,2007,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Nagaland,2007,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Odisha,2007,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Tamil Nadu,2007,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Tripura,2007,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Uttar Pradesh,2007,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),22,9,
West Bengal,2007,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),2,0,0
Andhra Pradesh,2008,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Arunachal Pradesh,2008,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Assam,2008,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),5,0,0
Bihar,2008,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Chandigarh,2008,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Chhattisgarh,2008,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),233,1,8
Delhi,2008,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),1,1,
Gujarat,2008,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),6,6,0
Haryana,2008,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Himachal Pradesh,2008,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Jammu & Kashmir,2008,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Karnataka,2008,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),2,0,0
Kerala,2008,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),2,,
Maharashtra,2008,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),3,3,0
Manipur,2008,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Meghalaya,2008,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Mizoram,2008,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Nagaland,2008,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Odisha,2008,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Uttar Pradesh,2008,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),1,3,0
West Bengal,2008,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Andhra Pradesh,2009,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Arunachal Pradesh,2009,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Assam,2009,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),96,0,0
Bihar,2009,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),9,5,4
Chandigarh,2009,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Chhattisgarh,2009,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),67,67,54
Delhi,2009,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),4,4,
Gujarat,2009,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),2,0,0
Haryana,2009,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Himachal Pradesh,2009,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Jammu & Kashmir,2009,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Karnataka,2009,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Kerala,2009,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),1,1,
Maharashtra,2009,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),6,6,0
Manipur,2009,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Meghalaya,2009,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Nagaland,2009,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Odisha,2009,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),6,0,0
Tamil Nadu,2009,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
West Bengal,2009,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Andhra Pradesh,2010,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Arunachal Pradesh,2010,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Assam,2010,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),5,,
Bihar,2010,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),9,5,4
Chhattisgarh,2010,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Goa,2010,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),1,,
Gujarat,2010,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),8,2,0
Haryana,2010,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),1,1,0
Himachal Pradesh,2010,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Jammu & Kashmir,2010,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Karnataka,2010,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Kerala,2010,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,
Maharashtra,2010,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),1,0,0
Manipur,2010,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Meghalaya,2010,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Nagaland,2010,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Odisha,2010,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),5,1,0
Uttar Pradesh,2010,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),6,5,0
West Bengal,2010,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),1,0,0
